"Requirement.1","Change.1","Heavy.atom.No.1","Reaction.1","Mass.Difference.1","Description.1","Reaction1_No.","Requirement.2","Change.2","Heavy.atom.No.2","Reaction.2","Mass.Difference.2","Description.2","Reaction2_No.","mass change","formula change"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C4H2N2O","C-4H-2N-2O-1",7,"(-C4H2N2O)",-94.016713,"loss of Uracil",78,131.058244,"C5H9N1O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C4H3N3","C-4H-3N-3",7,"(-C4H3N3)",-93.032697,"loss of Cytosine",79,132.04226,"C5H8O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,157.048742,"C5H7N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,125.058913,"C5H7N3O1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,155.033092,"C5H5N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,92.036112,"C4H8N-2O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,117.042594,"C4H7N1O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,111.043263,"C4H5N3O1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,64.060291,"C4H4N2O1S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,93.032697,"C4H3N3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,63.022132,"C3H1N3O-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-16.944201,"C3N3O-4P-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,49.042867,"C3H3N3O-2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,81.980328,"C2H-2N2O2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-0.984015999999997,"H1N1O-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"CH2","C-1H-2",1,"(-CH2)",-14.01565,"demethylation",94,211.059307,"C8H9N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,197.080042,"C8H11N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,181.085127,"C8H11N3O2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,223.059307,"C9H9N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,207.064392,"C9H9N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,145.108624,"C9H10N3O1P-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,210.064058,"C9H10N2O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,208.048408,"C9H8N2O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,209.080042,"C9H11N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,145.11814,"C9H11N3O1S-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,177.090212,"C9H11N3O1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,65.142296,"C9H9N3O-2P-2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-14.824035,"C9H8N3O-5P-3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,207.084379,"C9H12N3O4F-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,191.113929,"C9H12N3O4Cl-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,147.164445,"C9H12N3O4Br-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,99.178309,"C9H12N3O4I-1"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,195.100778,"C9H13N3O2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,157.087572,"C8H12N3O4F-3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,139.985808,"C4N2O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,143.033092,"C4H5N3O3"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,180.089879,"C9H12N2O2"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,134.020182,"C2H5N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,149.043657,"C3H7N3O4"
"H","C9H11N3O4",16,"(+C9H11N3O4)",225.074957,"addition of Cytidine",34,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,167.069478,"C7H9N3O2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","CH2",1,"(+CH2)",14.01565,"methylation",35,28.0313,"C2H4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,42.010565,"C2H2O1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,58.00548,"C2H2O2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,16.0313,"C1H4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,32.026215,"C1H4O1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,93.981983,"C1H3O3P1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,29.026549,"C1H3N1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,31.042199,"C1H5N1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","O",1,"(+O)",15.994915,"oxidation",43,30.010565,"C1H2O1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,93.972467,"C1H2O3S1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,62.000395,"C1H2O3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,173.948311,"C1H4O6P2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,253.914642,"C1H5O9P3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,32.006228,"C1H1F1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,47.976678,"C1H1Cl1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,91.926162,"C1H1Br1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,139.912298,"C1H1I1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,43.989829,"C1O2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,82.003035,"C2H1F3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,99.104799,"C6H13N1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,96.057515,"C6H8O1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,59.000728,"C1H1N1O2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,105.070425,"C8H8"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,90.04695,"C7H6"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,72.021129,"C3H4O2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,-103.02828,"C-4H-1N-5O1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-235.07054,"C-9H-9N-5O-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-251.065455,"C-9H-9N-5O-4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H12N2O4","C-10H-12N-2O-4",16,"(-C10H12N2O4)",-224.079708,"loss of Thymidine",63,-210.064058,"C-9H-10N-2O-4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H15N3O5S","C-10H-15N-3O-5S-1",19,"(-C10H15N3O5S)",-289.073244,"loss of Glutathione",64,-275.057594,"C-9H-13N-3O-5S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H15N3O6S","C-10H-15N-3O-6S-1",20,"(-C10H15N3O6S)",-305.068159,"loss of S-Glutathione",65,-291.052509,"C-9H-13N-3O-6S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C10H7NO","C-10H-7N-1O-1",12,"(-C10H7NO)",-157.052764,"loss of indole acetyl",66,-143.037114,"C-9H-5N-1O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C12H20O10","C-12H-20O-10",22,"(-C12H20O10)",-324.10565,"loss of di-hexose",67,-310.09,"C-11H-18O-10"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C16H30O","C-16H-30O-1",17,"(-C16H30O)",-238.229665,"loss of Palmitic acid",68,-224.214015,"C-15H-28O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C18H30O15","C-18H-30O-15",33,"(-C18H30O15)",-486.158475,"loss of tri-hexose",69,-472.142825,"C-17H-28O-15"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C2H2O","C-2H-2O-1",3,"(-C2H2O)",-42.010565,"Deacetylation",70,-27.994915,"C-1O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C2H3NO","C-2H-3N-1O-1",4,"(-C2H3NO)",-57.021464,"loss of glycine",71,-43.005814,"C-1H-1N-1O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C2H4","C-2H-4",2,"(-C2H4)",-28.0313,"loss of C2H4",72,-14.01565,"C-1H-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C2H5NO2S","C-2H-5N-1O-2S-1",6,"(-C2H5NO2S)",-107.004101,"loss of taurine",73,-92.988451,"C-1H-3N-1O-2S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C3H2O3","C-3H-2O-3",6,"(-C3H2O3)",-86.000394,"loss of malonyl",74,-71.984744,"C-2O-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C3H4O","C-3H-4O-1",4,"(-C3H4O)",-56.026215,"loss of propionyl",75,-42.010565,"C-2H-2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C3H5NO2S","C-3H-5N-1O-2S-1",7,"(-C3H5NO2S)",-119.004101,"loss of S-cysteine",76,-104.988451,"C-2H-3N-1O-2S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C3H5NOS","C-3H-5N-1O-1S-1",6,"(-C3H5NOS)",-103.009186,"loss of cysteine",77,-88.993536,"C-2H-3N-1O-1S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C4H2N2O","C-4H-2N-2O-1",7,"(-C4H2N2O)",-94.016713,"loss of Uracil",78,-80.001063,"C-3N-2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C4H3N3","C-4H-3N-3",7,"(-C4H3N3)",-93.032697,"loss of Cytosine",79,-79.017047,"C-3H-1N-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C4H4O","C-4H-4O-1",5,"(-C4H4O)",-68.026215,"loss of crotonyl",80,-54.010565,"C-3H-2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C4H4O3","C-4H-4O-3",7,"(-C4H4O3)",-100.016044,"loss of succinyl",81,-86.000394,"C-3H-2O-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C4H6O","C-4H-6O-1",5,"(-C4H6O)",-70.041865,"loss of butyryl",82,-56.026215,"C-3H-4O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H3N5","C-5H-3N-5",10,"(-C5H3N5)",-133.038845,"loss of Guanine",83,-119.023195,"C-4H-1N-5"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H4N2O","C-5H-4N-2O-1",8,"(-C5H4N2O)",-108.032363,"loss of Thymine",84,-94.016713,"C-4H-2N-2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H6O3","C-5H-6O-3",8,"(-C5H6O3)",-114.031694,"loss of glutaryl",85,-100.016044,"C-4H-4O-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H7NO3S","C-5H-7N-1O-3S-1",10,"(-C5H7NO3S)",-161.014666,"loss of N-acetyl-S-cysteine",86,-146.999016,"C-4H-5N-1O-3S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H8O4","C-5H-8O-4",9,"(-C5H8O4)",-132.04226,"loss of D-ribose",87,-118.02661,"C-4H-6O-4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C6H10O5","C-6H-10O-5",11,"(-C6H10O5)",-162.052825,"loss of Hexose",88,-148.037175,"C-5H-8O-5"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C6H11O8P","C-6H-11O-8P-1",15,"(-C6H11O8P)",-242.019158,"loss of Glucose-6-phosphate",89,-228.003508,"C-5H-9O-8P-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C6H8O6","C-6H-8O-6",12,"(-C6H8O6)",-176.03209,"loss of glucuronic acid",90,-162.01644,"C-5H-6O-6"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C7H13NO2","C-7H-13N-1O-2",10,"(-C7H13NO2)",-143.094629,"loss of Carnitine",91,-129.078979,"C-6H-11N-1O-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C9H10N2O5","C-9H-10N-2O-5",16,"(-C9H10N2O5)",-226.058973,"loss of Uridine",92,-212.043323,"C-8H-8N-2O-5"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C9H11N3O4","C-9H-11N-3O-4",16,"(-C9H11N3O4)",-225.074957,"loss of Cytidine",93,-211.059307,"C-8H-9N-3O-4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"CO","C-1O-1",2,"(-CO)",-27.994915,"loss of CO",95,-13.979265,"H2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"CO2","C-1O-2",3,"(-CO2)",-43.98983,"loss of CO2",96,-29.97418,"H2O-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H2","H-2",0,"(-H2)",-2.01565,"dehydrogenation",97,12,"C1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H2O","H-2O-1",1,"(-H2O)",-18.010565,"loss of water",98,-3.994915,"C1O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"HO3P","H-1O-3P-1",4,"(-HPO3)",-79.966333,"loss of Phosphate",99,-65.950683,"C1H1O-3P-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"HN","H-1N-1",1,"(-NH)",-15.010899,"loss of NH",100,-0.995248999999999,"C1H1N-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H3N","H-3N-1",1,"(-NH3)",-17.026549,"loss of ammonia",101,-3.010899,"C1H-1N-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"O","O-1",1,"(-O)",-15.994915,"loss of oxygen",102,-1.979265,"C1H2O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"O3S","O-3S-1",4,"(-SO3)",-79.956817,"loss of sulfate",103,-65.941167,"C1H2O-3S-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"HO3S","O-3",4,"(SO3H -> SH)",-47.984745,"Sulfonic acid to Thiol",104,-33.969095,"C1H2O-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H2P2O6","H-2P-2O-6",8,"(-H2P2O6)",-159.932661,"loss of di-phosphate",105,-145.917011,"C1O-6P-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"H3P3O9","H-3P-3O-9",12,"(-H3P3O9)",-239.898992,"loss of tri-phosphate",106,-225.883342,"C1H-1O-9P-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"F","HF-1",1,"(-F+H)",-17.990578,"defluorination",107,-3.974928,"C1H3F-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"Cl","HCl-1",1,"(-Cl+H)",-33.961028,"dechlorination",108,-19.945378,"C1H3Cl-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"Br","HBr-1",1,"(-Br+H)",-77.910512,"debromination",109,-63.894862,"C1H3Br-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"I","HI-1",1,"(-I+H)",-125.896648,"deiodination",110,-111.880998,"C1H3I-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"NO2","H2O-2",3,"(NO2 -> NH2)",-29.974179,"denitrification",111,-15.958529,"C1H4O-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"CF3","C-1F-3H",4,"(-CF3+H)",-67.987385,"loss of trifluoromethyl",112,-53.971735,"H3F-3"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5NOH13","C-5N-1H-11",6,"(-C5NH11)",-85.089149,"loss of choline",113,-71.073499,"C-4H-9N-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C5H7O","C-5H-6O-1",6,"(-C5H6O)",-82.041865,"loss of tiglyl",114,-68.026215,"C-4H-4O-1"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"NO2","N-1O-2H1",3,"(-NO2+H)",-44.985078,"loss of nitro",115,-30.969428,"C1H3N-1O-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C7H7","C-7H-6",7,"(-C7H7+H)",-91.054775,"loss of benzyl",116,-77.039125,"C-6H-4"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C6H5","C-6H-4",6,"(-C6H5+H)",-76.0313,"loss of phenyl",117,-62.01565,"C-5H-2"
"H","CH2",1,"(+CH2)",14.01565,"methylation",35,"C2H3O2","C-2H-2O-2",4,"(-C2H2O2)",-58.005479,"loss of acetic acid",118,-43.989829,"C-1O-2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","CO",2,"(+CO)",27.994915,"addition of CO",36,55.98983,"C2O2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","CO2",3,"(+CO2)",43.98983,"addition of CO2",37,71.984745,"C2O3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","H2",0,"(+H2)",2.01565,"hydrogenation",38,30.010565,"C1H2O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","H2O",1,"(+H2O)",18.010565,"addition of water",39,46.00548,"C1H2O2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","HPO3",4,"(+HPO3)",79.966333,"addition of Phosphate",40,107.961248,"C1H1O4P1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","NH",1,"(+NH)",15.010899,"addition of NH",41,43.005814,"C1H1N1O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","NH3",1,"(+NH3)",17.026549,"addition of ammonia",42,45.021464,"C1H3N1O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","O",1,"(+O)",15.994915,"oxidation",43,43.98983,"C1O2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","SO3",4,"(+SO3)",79.956817,"sulfate conjugation",44,107.951732,"C1O4S1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"HS","O3",4,"(SH -> SO3H)",47.984745,"Thiol to Sulfonic acid",45,75.97966,"C1O4"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","H2P2O6",8,"(+H2P2O6)",159.932661,"addition of di-phosphate",46,187.927576,"C1H2O7P2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","H3P3O9",12,"(+H3P3O9)",239.898992,"addition of tri-phosphate",47,267.893907,"C1H3O10P3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","FH-1",1,"(+F-H)",17.990578,"fluorination",48,45.985493,"C1H-1O1F1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","ClH-1",1,"(+Cl-H)",33.961028,"chlorination",49,61.955943,"C1H-1O1Cl1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","BrH-1",1,"(+Br-H)",77.910512,"bromination",50,105.905427,"C1H-1O1Br1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","IH-1",1,"(+I-H)",125.896648,"iodination",51,153.891563,"C1H-1O1I1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"NH2","H-2O2",3,"(NH2 -> NO2)",29.974179,"nitrification",52,57.969094,"C1H-2O3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","CF3H-1",4,"(+CF3-H)",67.987385,"addition of trifluoromethyl",53,95.9823,"C2H-1O1F3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","C5NH11",6,"(+C5NH11)",85.089149,"addition of choline",54,113.084064,"C6H11N1O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","C5H6O",6,"(+C5H6O)",82.041865,"addition of tiglyl",55,110.03678,"C6H6O2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","NO2H-1",3,"(+NO2-H)",44.985078,"addition of nitro",56,72.979993,"C1H-1N1O3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","C7H6",7,"(+C7H7-H)",91.054775,"addition of benzyl",57,119.04969,"C8H6O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","C6H4",6,"(+C6H5-H)",76.0313,"addition of phenyl",58,104.026215,"C7H4O1"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"H","C2H2O2",4,"(+C2H2O2)",58.005479,"addition of acetic acid",59,86.000394,"C3H2O3"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"C5H5N5","C-5H-3N-5O",10,"(-C5H5N5 + H2O)",-117.04393,"loss of Adenine",60,-89.049015,"C-4H-3N-5O2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"C10H11N5O3","C-10H-11N-5O-3",18,"(-C10H11N5O3)",-249.08619,"loss of Adenosine",61,-221.091275,"C-9H-11N-5O-2"
"H","CO",2,"(+CO)",27.994915,"addition of CO",36,"C10H11N5O4","C-10H-11N-5O-4",19,"(-C10H11N5O4)",-265.081105,"loss of Guanosine",62,-237.08619,"C-9H-11N-5O-3"
